Tweet,Message/tweets,happy_words,sad_words,polarity
932," Scribulatora Every stereotypical difference between America and Canada is playing out before our eyes.

We will never again be able to",,stereotypical,negative
933," sanasmiley6 Canada USA ke SidNaaz fans 

plzzz keep streaming the video
 MAKE IT 33M till morning
",fans,,positive
934,offby1 RevDaniel If you look at the stats putting 1000 US soldiers on the Canadian border is about a 11 ratio of illegal crosser to soldier flipping the stat for US gt Canada transiting its 251. Thats an ineffective use of resources in either direction,,"illegal, ineffective",negative
935,"Stay Home Stay Safe

We have confirmed seats from Cambrian At Hanson for May intake for the students in Canada already. Grab the opportunity today contact

Ms. Simmi
1 6478910647
Ext 110109

intake students may education studyabroad studyincanada studyvisa ",safe,,positive
936,realDonaldTrump Hey asshole a 1 time check is not enough to cover anyone in this country. Canada is giving their people checks for 46 months and all we get is 1 damn.,enough,,positive
937,ReaalAmerican AOC Move to Canada  itch,,itch,negative
938,Debofthenorth trump is an idiot. Also were trying to get out of here and enter Canada to save us. Maybe hes trying to keep us here.,trump,,positive
939, 22Minutes Harry and Meghan have left Canada and moved to California which means the only Canadian royalty left is Eugene Levy and Ca,,,neutral
940," mcspocky Americans not welcome due to virus say Mexicans.

Mexican protesters shut a US southern border crossing amid fears that unte",,"fears, virus",negative
941, CBCNews A Toronto man is facing fraud charges after allegedly shipping 25 individual prohibited COVID19 testing kits to the United,,fraud,negative
942, farrahsafiakhan Women lowwage workers and young people have been hardest hit according to Macdonalds analysis which found that 1,,,neutral
943,"My entry in the Monologue Slam Canada Online Competition  tackling the quarantine life.



monologueslam monologueslam",,,neutral
944, JustinTrudeau We are implementing the Quarantine Act to keep all Canadians safe. So let me be clear If you do not go home and stay ho,clear,,positive
945,redmcgraw1 AndrewScheer Sophies the only one in Canada hes not screwing.,,,neutral
946, amp6 Trudeau says Canadas deal with the US to return asylumseekers who the US will then deport to their country of origin is consi,,,neutral
947, NightShiftMD See. It works. Physical distancing has halved spread of COVID19 in B.C. official modelling suggests  CBC News ,,,neutral
948, MrAndyNgo China bought up mass quantities of medicine and medical supplies from Western countries like Canada and Australia last month,like,,positive
949, MrAndyNgo China bought up mass quantities of medicine and medical supplies from Western countries like Canada and Australia last month,like,,positive
950,Canada still following the US trajectory. Still waiting for physicaldistancing measures to start paying off... ,,,neutral
951, Juakar Is it just me but this  stimulus  of maybe one time payment of 1200 seems to do absolutely nothing and it would come in May,,,neutral
952, imlovinjustinbe Hey Ive got an idea Im so excited lets continue our quest for privacy and the quiet anonymous life by moving to,"excited, quiet",,positive
953, NightShiftMD See. It works. Physical distancing has halved spread of COVID19 in B.C. official modelling suggests  CBC News ,,,neutral
954," CountFloyd2020 Stick a fork in this bastard.  Shandros done.
Alberta Health Minister Tyler Shandro and his wife are accused of berat",,,neutral
955, MitzieHunter In less than a week more than 450 licensed psychotherapists psychologists amp social workers in Ontario signed up to pro,,,neutral
956, kieranleavitt BREAKING Calgary woman may go to police over Alberta health ministers email NDP calls for resignation ableg COVID19,,"breaking, resignation",negative
957,Chinese Company Shipped Out Millions Of Masks Hand Santiser And Gloves From Australia Canada amp This should give you a clue as to why store shelves are empty throughout the West and our healthcare workers are wearing plastic bags. ,,,neutral
958, cbcnewsbc BREAKING NEWS Modelling shows physical distancing has halved spread of COVID19 in B.C. officials say  CBC News ,,breaking,negative
959," Dutch101 All Barbz Should Tune in to  Canadas Biggest Radio Station amp Join the NickiDay Celebration with Hits 93 Toronto 

Com",celebration,,positive
960, aliettedb So hey ebook of TEA MASTER is free in the US and Canada go get,"free, master",,positive
961," EcologyOttawa Canada needs this. Ontario needs this. Ottawa needs this. 

During and after COVID19 we must stand up to the ClimateC",,,neutral
962, ThomasSelleck2 JesseLehrich lrozen GovWhitmer MI should ask Canada for help shame the sht out of trump. Thats the way to get to,,shame,negative
963, CBCHamilton HWDSB to provide tablets to families in need amid COVID19 school closures HamOnt ,,,neutral
964, Gotterdamerung4 TheJimCornette GreatBrianLast Mexicans demand crackdown on Americans crossing the border ,,,neutral
965, paulasambo Scoop Some of Canadas biggest nonbank commercial mortgage lenders are freezing redemption  via m,redemption,freezing,neutral
966,nadyakasyanova Debofthenorth TDotGinger Yes so many Americans sneaking into Canada ,,,neutral
967," ErinOTooleMP The Trudeau governments negligence on the coronavirus is endangering Canadian lives.

Enough is enough. Its time for co",enough,negligence,neutral
968, ScienceNotDogma The CoronoaVirus pandemic will continue until the last infectious Canadian has recovered meaning NO MORE viruses are,,,neutral
969, PhotoCons Any OttawaGatineauEastern Ontario conservators with PPE to donate please check out  ,,,neutral
970," mtlgazette COVID19 updates 
 Quebec has 2021 cases 10 new deaths
 francoislegault asks people to avoid Montreal Eastern Townsh",,,neutral
971, trapdinawrpool Service Canada and CRA phone lines swamped most callers cant get through SC offices are closed to the public so tell m,,swamped,negative
972," BBCWorld I think its a tribute to our testing

US now has more confirmed cases of coronavirus than any other country with more tha",,,neutral
973, Victoria59L PattyHajdu Why are there still flights coming into Canada from China  ,,,neutral
974, nzaccardi Canadian figure skater Keegan Messing turns from the podium as the Japanese anthem starts and unfurls the flag for Yuzuru,,messing,negative
975," MoviezAdda Dashing SalmanKhans Special Message For US amp Canada Fans 

StaySafeStayHome IndiaVsCorona IndiaComeTogether Social","dashing, fans",,positive
976, sydneymacleod3 If Canada day in Westville is cancelled Im going to riot im just going to say it now so if ur listening corona fucking,,fucking,negative
977, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
978, AnnieClaireBO Heard from the wife of a truck driver today. She says the few gas stations and restaurants open along her husbands cros,,,neutral
979, picardonhealth A glimmer of hope  PhysicalDistancing has halved spread of COVID19 in B.C. modelling suggests by rhiannaschmunk,glimmer,,positive
980, kieranleavitt BREAKING Calgary woman may go to police over Alberta health ministers email NDP calls for resignation ableg COVID19,,"breaking, resignation",negative
981, CanadianForces Staying home staying healthy and keeping fit is what were doing to protect Canada and Canadians. PhysicalDistancing,"healthy, protect",,positive
982, stephenlautens Trump administration drops plans to send U.S. military forces to the Canadian border.  cdnpoli,trump,,positive
983, LaurieGarrett Well this is certainly grim  TheEconomist special intell unit predicts nearly all G20 nations will be pushed into a,well,grim,neutral
984," Travisdhanraj NEW Surge in Canadian mobile and data use leads to complaints about service problems COVID19 

Overall voice traffic",,"complaints, problems",negative
985,Shouldve stayed in Canada. Dont come to this dusty ass country. ,,dusty,negative
986,"Hey Im Mel I currently live in The Netherlands but Im French. Ive been a fan of Hannibal since season 1 but just recently joined the fandom. I didnt plan to go to RDC6 because I was moving from Canada but now that its postponed... who knows
SEE FannibalMeatUp ",,,neutral
987,"To all Canadians in Cancun Air Canada AirCanada announced four flights available from Cancun to Toronto before service is suspended on March 31st. 
Find more information ",available,,positive
988, pnwkate Keep looking up  stay positive I know its hard North delta views  blue skies and birds singing  northdelta exploredelt,positive,hard,neutral
989,In this podcast we talked about the Canadian Armed Forces public service mandate and how it might play out in the COVID19 emergency. The CAF has since designated their response to COVID19 as Op LASER described here  ,,,neutral
990, CBCLondon Amid a critical shortage Londons pandemic ventilator inventor makes his design open source  ,,"critical, shortage",negative
991, jscotttwc Prince Harry and Meghan Markle leave Canada for good to set up permanent home in LA. I thought these two would never live,good,,positive
992,TwinklingTania Canada has banned all evictions.,,,neutral
993, Sorlet04 SidaurSana Exactly ahad used to clearly say we are just friends nothing else and sajal used to friendzoned him aswell she we,clearly,,positive
994,"This town is coming like a ghost town. All the clubs have been closed down

ottawa 613 rideaucanal capcity lockdown ghosttown stayhome ottcity canada mackenziekingbridge dowtownottawa ottawaphotography ",like,,positive
995, kieranleavitt Full story. Still no word from the minister or his ministry or the premier. Nor have many government staffers been out d,,,neutral
996,ForexLive Americas FX news wrap Canada cuts and starts QE  ,,,neutral
997," surveilz This from CTV who between January and mid March kept downplaying this virus to cover for Trudeaus inaction.

It isnt lost",,"lost, virus",negative
998, jvipondmd Hey Canada want some reassurance  Our death rates are parallelling South Korea not Italy or NYC. ,reassurance,death,neutral
999, picardonhealth A glimmer of hope  PhysicalDistancing has halved spread of COVID19 in B.C. modelling suggests by rhiannaschmunk,glimmer,,positive
1000,DavidDobrik DavidDobrik cashapp is becsdee  no venmo in the ukmeant to be saving for university but here we are with the corona,,,neutral
